plot,tag,jday,year,spp,dend.num,ref.dend,ref.dbh,prev.dend,dend,dbh,notes,ref.notes
B4,263,170,2020,gb,1,42.90,17.4,43.59,43.33,,"dead, removed",NA
B4,264,170,2020,rm,3,19.22,12.7,31.10,32.11,,,NA
B4,271,170,2020,rm,1,49.36,11.7,53.98,53.92,,,NA
B4,272,170,2020,rm,2,38.92,25.7,67.18,68.28,,,NA
B4,273,170,2020,rm,2,58.31,15.5,65.94,66.41,,,NA
B4,276,170,2020,rm,1,47.59,12.5,55.82,56.13,,,NA
B4,277,170,2020,ro,3,33.51,28.0,51.28,53.60,,,NA
B4,278,170,2020,rm,1,26.26,15.3,27.73,27.57,,,NA
B4,279,170,2020,rm,1,21.85,13.2,22.99,22.99,,,NA
B4,280,170,2020,ro,2,37.28,25.5,40.57,42.10,,,NA
B4,537,170,2020,rm,1,35.83,11.0,36.51,36.47,,,NA
B4,706,170,2020,rm,1,12.86,10.0,12.72,12.76,,,NA
B4,726,170,2020,ro,3,18.49,41.9,18.93,25.13,,,NA
B4,805,170,2020,beech,1,39.12,10.8,48.28,50.21,,,NA
C1,214,170,2020,bb,2,51.53,12.9,64.24,66.42,,needs new,NA
C1,217,170,2020,hem,2,90.06,34.7,106.72,110.56,,needs new,"was loose = 116.32, tightened = 106.72"
C1,225,170,2020,beech,2,48.34,14.3,57.06,57.57,,,NA
C1,351,170,2020,hem,5,72.38,25.9,96.50,102.34,,,NA
C1,352,170,2020,ro,2,41.51,47.2,57.93,59.25,,,NA
C1,353,170,2020,ro,2,33.75,42.8,50.34,52.73,,,NA
C1,354,170,2020,rm,2,48.76,25.1,53.70,53.70,,,NA
C1,355,170,2020,yb,2,16.41,14.0,27.89,28.64,,,NA
C1,356,170,2020,ro,2,50.68,39.1,69.17,72.07,,,NA
C1,360,170,2020,yb,2,37.31,18.7,39.05,39.84,,,NA
C1,361,170,2020,ro,3,80.65,63.6,116.33,120.52,64.6,"removed, del",rm if matches
C1,361,170,2020,ro,4,NA,NA,10.76,16.06,64.6,,DBH next
C1,362,170,2020,ro,1,81.01,42.3,90.28,90.86,,,NA
C1,363,170,2020,ro,2,39.46,37.1,60.98,63.98,,,NA
C1,366,170,2020,ro,1,84.48,36.5,98.45,100.16,,,NA
C1,367,170,2020,ro,2,48.93,49.6,76.55,81.16,,Put glue in bore hole,NA
C2,291,170,2020,rm,1,52.92,18.8,53.14,53.02,,,NA
C2,378,170,2020,ro,3,50.93,58.7,57.94,60.74,,,NA
C2,379,170,2020,rm,2,15.43,11.4,17.48,17.49,,canopy die back,NA
C2,380,170,2020,rm,1,50.27,21.6,55.93,55.57,,,NA
C2,381,170,2020,rm,1,12.32,16.7,10.39,10.39,,dying,NA
C2,382,170,2020,rm,1,38.72,20.6,44.27,44.15,,,NA
C2,385,170,2020,rm,1,32.60,15.9,36.20,36.12,,,NA
C2,386,170,2020,ro,3,42.63,42.0,61.51,64.21,,,NA
C2,388,170,2020,beech,3,48.32,17.1,61.00,62.75,,,NA
C2,390,170,2020,ro,2,87.97,53.8,116.22,119.64,,needs new,"was loose = 117.32, tightened = 116.22"
C2,391,170,2020,ro,2,59.88,49.0,78.64,80.42,,,NA
C2,392,170,2020,ro,3,34.60,60.4,39.80,42.04,,,NA
C2,829,170,2020,yb,1,35.58,11.9,51.24,52.07,,,NA
C2,830,170,2020,hem,2,24.26,13.7,57.27,63.51,,,NA
C2,979,170,2020,rm,1,8.25,9.9,9.49,9.54,,,NA
C3,207,170,2020,hem,2,45.01,13.8,74.36,80.02,,rm next,rm next
C3,207,170,2020,hem,3,NA,NA,17.67,22.63,,DBH next,DBH next
C3,264,170,2020,hem,2,54.31,14.9,71.39,75.73,,rm next,rm next
C3,264,170,2020,hem,3,NA,NA,11.06,13.16,,DBH next,DBH next
C3,402,170,2020,rm,2,23.05,32.8,41.26,42.03,,,NA
C3,403,170,2020,rm,1,69.29,27.9,76.64,77.06,,needs new (branch rubbing),NA
C3,405,170,2020,yb,2,32.05,21.0,45.79,46.92,,,NA
C3,406,170,2020,ash,2,20.77,18.9,33.66,33.34,,,NA
C3,411,170,2020,rm,2,30.02,28.1,47.69,48.51,,,NA
C3,412,170,2020,rm,3,12.63,21.9,16.26,16.31,,,NA
C3,413,170,2020,rm,1,76.86,24.3,86.20,86.24,,,NA
C3,414,170,2020,yb,2,32.96,15.6,42.40,42.38,,,NA
C3,415,170,2020,rm,2,37.95,28.2,57.01,57.16,,,previous correct?
C3,416,170,2020,rm,3,38.77,32.9,57.27,58.08,,,NA
C3,417,170,2020,rm,1,19.87,17.9,22.53,22.67,,,NA
C3,418,170,2020,ash,2,38.17,29.8,48.02,49.46,,,NA
C3,419,170,2020,yb,1,43.75,14.9,47.92,48.77,,,NA
C3,421,170,2020,ash,3,38.42,42.8,55.49,56.09,,, 
C3,423,170,2020,rm,1,34.82,24.7,38.88,38.87,,,NA
C3,425,170,2020,ash,2,22.46,21.8,33.81,33.39,,"needs new, peeling bark",NA
C3,426,170,2020,ash,1,29.05,20.5,34.92,34.95,,,NA
C3,729,170,2020,yb,2,62.83,21.0,85.47,86.95,,,NA
C4,456,170,2020,rm,1,45.52,18.4,48.80,48.96,,,NA
C4,459,170,2020,ro,2,54.86,41.8,75.96,79.22,,,NA
C4,462,170,2020,bo,4,58.63,44.2,88.79,93.73,,spring added = 93.79,NA
C4,465,170,2020,rm,1,65.00,17.3,78.37,78.15,,,NA
C4,466,170,2020,ro,1,72.57,27.5,79.99,80.91,,,NA
C4,469,170,2020,ro,2,36.21,41.0,53.11,55.56,,,NA
C4,474,170,2020,ro,3,76.80,48.9,117.25,122.46,,needs new ~7.5 mm  left,~13mm left
C4,484,170,2020,beech,2,31.57,13.3,47.62,51.33,,,NA
C4,485,170,2020,beech,2,45.05,30.4,58.91,61.23,,,NA
C4,487,170,2020,rm,1,53.69,23.8,58.48,58.49,,,NA
C4,489,170,2020,rm,3,10.76,33.4,9.94,9.74,,"dead, removed",NA
C4,491,170,2020,rm,2,28.88,30.5,34.17,34.84,,,NA
C4,494,170,2020,rm,2,64.56,28.7,76.29,76.59,,,NA
C4,498,170,2020,rm,1,26.46,20.1,28.15,28.02,,,NA
C4,570,170,2020,beech,2,11.60,11.5,19.67,21.51,,,NA
C5,260,170,2020,beech,3,25.38,13.4,59.86,63.06,,,"needs new, on bumps in bark"
C5,260,170,2020,beech,4,NA,NA,NA,13.38,,first measurement,install new
C5,290,170,2020,beech,3,80.48,15.6,49.44,54.87,,,NA
C5,501,170,2020,bo,3,52.94,37.8,86.74,91.30,,,NA
C5,502,170,2020,rm,1,9.24,12.5,9.65,9.46,,"dead, removed",NA
C5,503,170,2020,gb,1,78.91,18.2,83.60,84.76,,,NA
C5,503,170,2020,gb,2,NA,NA,15.57,16.60,,DBH next,DBH mid-year
C5,504,170,2020,ro,2,36.50,17.3,40.89,41.86,,,NA
C5,505,170,2020,rm,2,78.35,23.2,93.94,94.59,,,NA
C5,508,170,2020,rm,1,55.83,19.0,56.77,56.68,,,NA
C5,509,170,2020,rm,2,17.09,16.8,25.24,25.34,,,NA
C5,512,170,2020,rm,2,61.47,15.7,64.98,64.98,,,NA
C5,513,170,2020,ro,3,54.25,30.0,71.90,73.61,,,NA
C5,514,170,2020,rm,3,9.58,15.9,13.90,15.22,,,NA
C5,515,170,2020,ro,2,62.90,25.7,90.31,93.11,,,NA
C5,518,170,2020,yb,2,30.31,12.6,37.70,37.75,,,NA
C5,519,170,2020,ro,3,60.97,38.4,81.15,84.46,,,NA
C5,724,170,2020,beech,3,40.36,15.5,80.55,84.24,,"needs new, ~2mm left, line drawn",NA
C5,733,170,2020,rm,2,54.33,14.0,67.13,68.52,,,NA
C5,831,170,2020,beech,2,36.71,12.7,60.55,63.22,,,NA
C5,888,170,2020,rm,1,6.42,10.3,7.31,7.23,,,NA
C5,889,170,2020,rm,1,10.32,10.0,10.35,10.45,,"dead, removed","bark peeling, maybe dying"
D1,266,170,2020,wp,4,37.86,47.1,50.72,51.52,,,NA
D1,524,170,2020,rm,1,10.47,10.3,12.30,12.37,,,NA
D1,526,170,2020,rm,1,61.89,20.5,73.71,73.86,,,NA
D1,527,170,2020,rm,2,57.87,13.9,65.41,64.85,,,NA
D1,529,170,2020,rm,2,15.82,25.5,29.13,29.80,,,NA
D1,530,170,2020,bo,2,27.20,29.9,36.50,39.40,,,NA
D1,531,170,2020,bo,2,57.28,35.3,75.87,78.41,,,NA
D1,532,170,2020,ro,4,62.19,43.2,93.11,97.80,,,NA
D1,537,170,2020,rm,2,31.34,14.7,47.51,48.45,,,NA
D1,538,170,2020,ro,3,32.68,54.2,45.76,48.33,,,NA
D1,540,170,2020,rm,2,32.92,12.6,35.38,35.60,,,NA
D1,541,170,2020,rm,1,35.92,12.5,43.13,43.28,,,NA
D1,544,170,2020,ro,2,61.88,35.2,84.92,87.87,,,NA
D1,545,170,2020,rm,2,55.33,15.4,64.29,64.83,,,NA
D1,546,170,2020,ro,3,19.92,52.8,34.88,38.21,,,NA
D1,548,170,2020,wp,1,67.08,20.4,68.89,67.50,,not many needles left,woodpecker hole near base
D1,549,170,2020,rm,1,57.18,13.0,63.05,62.99,,,NA
D1,551,170,2020,wp,1,71.52,22.2,74.71,74.15,,,NA
D1,552,170,2020,rm,1,50.12,12.9,56.29,56.20,,,NA
D1,832,170,2020,hem,3,38.27,14.4,70.46,78.32,,needs new,NA
D2,288,170,2020,hem,5,16.98,24.0,24.58,33.19,,,NA
D2,576,170,2020,rm,1,63.23,18.9,65.95,65.88,,,NA
D2,579,170,2020,yb,1,52.41,12.1,58.49,58.69,,,NA
D2,580,170,2020,rm,2,15.30,30.2,21.91,22.40,,,NA
D2,582,170,2020,rm,1,40.21,16.8,42.41,42.48,,,NA
D2,583,170,2020,rm,1,59.74,21.9,64.93,65.43,,,NA
D2,587,170,2020,ro,6,37.33,50.5,47.98,51.11,,,NA
D2,588,170,2020,ro,4,63.32,43.6,86.80,89.76,,,NA
D2,590,170,2020,rm,1,28.66,27.6,28.30,28.26,,,NA
D2,592,170,2020,rm,1,38.27,15.1,40.48,40.65,,,NA
D2,594,170,2020,cherry,1,65.30,29.1,69.28,69.22,,,NA
D3,265,170,2020,beech,4,12.29,14.9,40.60,44.37,,"new = 18.74, DBH next",new = 15.72
D3,265,170,2020,beech,5,NA,NA,15.72,18.74,,,NA
D3,584,170,2020,beech,1,13.57,10.2,20.23,21.40,,,NA
D3,604,170,2020,rm,2,13.93,28.2,27.14,28.15,,,NA
D3,605,170,2020,rm,2,7.44,34.4,16.32,15.55,,,NA
D3,606,170,2020,rm,3,59.45,57.9,94.37,95.67,,96.39 after other install,"check previous? needs new, peeling bark"
D3,606,170,2020,rm,4,NA,NA,NA,16.48,,"first measurement, loose bark filed off",install new
D3,608,170,2020,rm,2,31.73,35.2,42.90,42.44,,,NA
D3,609,170,2020,rm,2,32.44,33.9,50.69,52.69,,Put glue in bore hole,NA
D3,611,170,2020,rm,2,61.10,21.9,74.94,75.22,,,NA
D3,612,170,2020,rm,1,49.29,22.3,49.84,49.86,,,NA
D3,613,170,2020,ro,6,13.69,75.9,33.41,41.53,,,NA
D3,615,170,2020,ro,3,53.96,24.1,74.37,77.52,,,NA
D3,618,170,2020,rm,2,26.04,29.9,34.50,34.71,,,NA
D3,619,170,2020,rm,1,57.75,14.5,63.73,64.08,,,NA
D3,833,170,2020,rm,1,10.48,10.3,13.93,13.88,,,NA
D4,262,170,2020,rm,4,30.13,16.0,33.23,36.34,,,NA
D4,626,170,2020,rm,1,102.64,40.1,110.13,110.53,,rm next,NA
D4,626,170,2020,rm,2,16.01,40.1,22.73,23.38,,DBH next,NA
D4,627,170,2020,cherry,1,71.55,38.4,81.32,81.22,,,NA
D4,628,170,2020,cherry,1,43.92,26.7,48.58,48.47,,,NA
D4,631,170,2020,ash,2,44.69,41.8,64.06,63.80,,63.69 after tightening,"needs new, bark sloughing off, file under smooth"
D4,631,170,2020,ash,3,NA,NA,NA,13.86,,,install new
D4,633,170,2020,rm,7,33.48,27.3,33.48,39.37,,,NA
D4,637,170,2020,ash,1,93.67,42.0,113.25,112.95,,rm next,needs new nail
D4,637,170,2020,ash,2,NA,NA,10.61,12.43,,DBH next,DBH mid-year
D4,638,170,2020,ash,2,15.04,40.8,27.95,27.70,,"loose, 27.08 after tightening","needs new, bark sloughing off, file under smooth"
D4,638,170,2020,ash,3,NA,NA,NA,15.47,,DBH next,install new
D4,639,170,2020,bo,5,25.38,34.7,25.20,32.21,,,NA
D4,640,170,2020,rm,3,38.88,30.7,63.06,67.82,,,NA
D4,643,170,2020,cherry,2,15.91,45.1,25.55,24.60,,,woodpecker damage
D4,708,170,2020,rm,1,7.68,10.0,15.97,18.73,,,NA
D4,732,170,2020,rm,3,36.09,16.2,46.83,48.01,,,NA
D4,803,170,2020,rm,1,9.15,10.2,9.90,9.93,,,NA
D4,804,170,2020,rm,1,32.17,10.8,49.44,50.78,,,NA
D4,834,170,2020,beech,3,24.66,15.0,69.76,75.37,,needs new ~5mm left,NA
D5,208,170,2020,beech,3,14.24,14.4,41.12,43.14,,,NA
D5,261,170,2020,hem,2,28.08,13.5,31.78,32.42,,,NA
D5,652,170,2020,rm,1,87.34,32.8,90.98,91.22,,,NA
D5,654,170,2020,ro,2,21.44,17.3,34.96,36.67,,,NA
D5,658,170,2020,rm,2,30.80,30.4,45.74,46.28,,,NA
D5,664,170,2020,bo,1,39.81,13.5,43.08,43.24,,,NA
D5,665,170,2020,rm,1,30.11,18.8,31.95,31.95,,,NA
D5,667,170,2020,rm,2,26.97,18.2,33.40,34.68,,,NA
D5,669,170,2020,rm,1,53.65,12.1,59.50,59.55,,,NA
D5,670,170,2020,wb,1,77.49,35.9,87.44,88.11,,,NA
D5,671,170,2020,rm,1,45.60,23.3,48.89,49.77,,,NA
D5,707,170,2020,hem,1,16.32,10.4,30.62,39.15,,,NA
D5,835,170,2020,hem,3,20.13,14.0,47.29,53.44,,,NA
D5,890,170,2020,hem,1,64.62,12.5,64.82,69.72,,rm next,NA
D5,890,170,2020,hem,2,7.83,12.5,8.05,11.20,,DBH next,NA
E1,209,170,2020,hem,2,34.87,13.1,55.22,59.71,,,NA
E1,676,170,2020,ro,2,9.91,50.7,19.57,21.09,,,NA
E1,677,170,2020,hem,3,53.24,30.8,64.99,68.17,,,NA
E1,678,170,2020,hem,2,8.91,17.8,17.59,19.64,,,NA
E1,679,170,2020,rm,2,43.09,47.3,57.83,57.76,,,NA
E1,680,170,2020,yb,1,37.94,17.6,39.99,40.08,,,NA
E1,681,170,2020,yb,1,24.83,18.2,27.35,27.65,,,NA
E1,682,170,2020,yb,1,56.71,20.2,66.89,66.01,,,NA
E1,683,170,2020,rm,2,74.48,39.3,83.68,83.75,,,NA
E1,684,170,2020,yb,2,24.65,32.2,42.58,42.78,,,NA
E1,727,170,2020,yb,2,16.83,13.1,21.26,21.69,,,NA
E1,806,170,2020,hem,1,28.13,11.0,50.66,54.09,,,NA
E1,836,170,2020,hem,2,27.77,13.0,44.01,49.18,,,NA
E1,900,170,2020,hem,1,30.89,11.0,41.58,43.81,,,NA
E1,989,170,2020,hem,1,9.56,10.7,32.09,35.87,,,NA
E2,701,170,2020,rm,1,43.21,17.8,52.92,53.81,,,NA
E2,702,170,2020,rp,2,59.45,43.1,68.11,65.94,,,NA
E2,703,170,2020,ro,2,83.98,41.9,112.49,117.00,42.9,~20mm left,NA
E2,704,170,2020,rp,1,47.00,25.4,50.83,49.63,,"dead, removed","bring binoculars, check if dead"
E2,705,170,2020,ro,3,13.33,37.4,44.07,48.33,,,tightened = 42.89
E2,710,170,2020,ro,3,79.54,41.5,118.12,123.45,,,rm if matches
E2,710,170,2020,ro,4,NA,NA,10.10,15.53,,,DBH next
E2,712,170,2020,rm,1,39.77,18.1,44.01,43.77,,,NA
E2,713,170,2020,rm,1,59.75,28.5,66.53,66.47,,,NA
E2,719,170,2020,rm,1,63.85,21.3,71.68,71.15,,,NA
E2,720,170,2020,rm,2,21.87,14.7,38.37,39.62,,,NA
E2,726,170,2020,rp,2,26.27,35.2,28.67,27.89,,"dead, removed","bring binoculars, check if dead"
E3,205,170,2020,rm,2,26.11,11.2,30.46,30.58,,,NA
E3,228,170,2020,hem,3,17.47,17.0,23.20,31.05,,,NA
E3,521,170,2020,hem,1,15.84,11.2,27.10,31.38,,,NA
E3,723,170,2020,hem,2,24.44,14.1,31.88,33.95,,,NA
E3,738,170,2020,rm,2,14.98,12.0,18.01,17.67,,,NA
E3,752,170,2020,ro,3,87.36,59.1,118.74,121.38,,,NA
E3,753,170,2020,ro,3,63.75,49.5,91.04,93.95,,,NA
E3,756,170,2020,rm,1,87.65,27.0,98.94,98.89,,,NA
E3,760,170,2020,ro,2,58.28,28.1,81.08,83.58,,,NA
E3,761,170,2020,ro,2,66.72,37.3,90.14,93.87,,,NA
E3,763,170,2020,ro,2,82.22,42.5,105.98,109.39,,,NA
E3,764,170,2020,ro,3,40.28,37.5,57.49,60.92,,,NA
E3,765,170,2020,ro,2,49.75,31.2,71.92,74.08,,,NA
E3,766,170,2020,ro,2,75.68,42.8,103.56,108.19,,,NA
E3,767,170,2020,rm,1,32.51,16.0,33.88,33.83,,,NA
E3,768,170,2020,rm,2,20.07,17.1,23.34,23.32,,,NA
E3,769,170,2020,ro,3,48.24,45.8,89.47,95.10,,,NA
E3,772,170,2020,ro,2,32.22,23.3,36.42,36.84,,,NA
E3,773,170,2020,ro,2,17.73,29.3,23.09,24.54,,,NA
E3,774,170,2020,rm,1,22.47,12.4,22.99,22.95,,,NA
E3,775,170,2020,ro,2,63.96,37.1,90.93,94.40,,,NA
E3,776,170,2020,ro,1,38.57,20.9,41.58,41.52,,,NA
E3,777,170,2020,rm,2,13.09,18.5,20.71,22.26,,,NA
E3,811,170,2020,hem,1,40.48,11.1,62.85,68.38,,,NA
E3,812,170,2020,hem,1,38.78,11.0,53.67,57.29,,,NA
E3,813,170,2020,hem,1,33.31,11.1,61.61,66.83,,,NA
E3,896,170,2020,hem,1,22.59,10.8,34.06,36.91,,,NA
E3,993,170,2020,hem,1,17.54,10.3,35.53,40.49,,,NA
E4,802,170,2020,ro,3,63.08,37.7,74.18,76.22,,,NA
E4,803,170,2020,ro,2,107.97,25.5,118.39,119.18,,,needs new
E4,803,170,2020,ro,3,NA,NA,NA,12.11,,,install new
E4,805,170,2020,wp,3,48.68,48.4,68.54,68.98,,,NA
E4,810,170,2020,rm,2,23.01,26.0,41.50,42.72,,,NA
E4,815,170,2020,ro,3,50.75,32.2,70.01,73.79,,,NA
E4,817,170,2020,rm,2,22.23,12.6,25.25,25.22,,,NA
E4,821,170,2020,rm,2,74.85,30.2,100.17,101.86,,,NA
E4,822,170,2020,rm,1,22.68,12.4,26.82,26.90,,,NA
E4,827,170,2020,rm,1,28.50,13.0,33.26,33.79,,,NA
E4,830,170,2020,ro,3,72.66,35.6,97.90,101.08,,,NA
E4,834,170,2020,rm,1,76.96,26.5,87.35,87.28,,,NA
E4,835,170,2020,rm,1,28.48,16.2,31.26,31.39,,,NA
E4,843,170,2020,rm,3,17.66,22.4,24.57,24.56,,,NA
E4,844,170,2020,rm,1,45.42,17.4,48.97,48.83,,,NA
E4,853,170,2020,ro,3,65.81,41.7,101.89,108.09,,,NA
E4,854,170,2020,hem,2,82.16,18.9,111.58,117.36,,"hole obscured by buckle, (see 8-5-20 notes)",rm if matches
E4,854,170,2020,hem,3,NA,NA,11.04,15.99,,,DBH mid-year
E5,734,170,2020,hem,2,14.82,14.9,19.29,19.61,,,NA
E5,876,170,2020,hem,2,84.10,32.1,85.93,85.75,,,NA
E5,877,170,2020,rm,3,38.28,23.5,43.11,44.55,,,NA
E5,878,170,2020,hem,2,59.76,23.4,64.53,65.41,,,NA
E5,879,170,2020,wp,1,66.83,28.9,74.36,72.91,,,NA
E5,880,170,2020,ro,3,42.14,38.5,56.02,58.12,,,NA
E5,884,170,2020,wp,1,65.15,36.4,68.98,66.87,,,NA
E5,885,170,2020,rm,2,20.37,23.7,23.79,23.73,,,NA
E5,887,170,2020,rm,1,38.18,16.2,38.41,37.50,,,NA
E5,889,170,2020,hem,3,26.74,29.2,41.17,43.95,,,NA
